Texto,Etiqueta
"""Fui al supermercado y me encontré con una antigua compañera de clase.""",0
"""Fui al vivero a comprar una planta para mi escritorio.""",0
"""Fui al vivero con mi prima y elegimos una planta para su habitación.""",0
"""Fui al vivero y compré una planta colgante para la ventana.""",0
"""Fui con mi hermana a tomar fotos a una plaza antigua del centro.""",0
"""Fui con mi hermana a visitar a nuestra abuela.""",0
"""Fui con mi hermana al mercado a comprar flores frescas.""",0
"""Fui con mi hermano a andar en bicicleta por la costanera.""",0
"""Fui con mi hermano a buscar una caja de herramientas al taller.""",0
"""Fui con mi madre a buscar retazos de tela para un proyecto de costura.""",0
"""Fui con mi madre a comprar plantas para su balcón.""",0
"""Fui con mi madre a elegir cortinas nuevas para el comedor.""",0
"""Fui con mi padre a comprar bulbos para plantar en primavera.""",0
"""Fui con mi pareja a ver una obra de teatro local.""",0
"""Fui con mi prima a buscar ideas para decorar su habitación.""",0
"""Fui con mi primo a patinar en la plaza del barrio.""",0
"""Fui con mi primo a una exposición de fotografía en una sala cultural.""",0
"""Fui con mi primo al museo de ciencias naturales.""",0
"""Fui con mi primo al parque y jugamos a identificar tipos de árboles.""",0
"""Fui con mi sobrina al parque a andar en bicicleta.""",0
"""Fui con mi tía a comprar plantas aromáticas al vivero.""",0
"""Fui con mi tía a un taller de cerámica donde hicimos tazas personalizadas.""",0
"""Fui con mi tía al mercado de pulgas a buscar vajilla antigua.""",0
"""Fui con mis amigos a tomar helado en una plaza del barrio.""",0
"""Fui con mis sobrinos al río a ver los patos nadando.""",0
"""Fui con una amiga a buscar flores secas para hacer marcadores.""",0
"""Fui con una amiga al parque a caminar mientras conversábamos.""",0
"""Grabé sonidos del parque para un proyecto de audio que estoy haciendo.""",0
"""Grabé sonidos del viento en los árboles para usar en mis videos.""",0
"""Grabé un audio leyendo poemas para un proyecto escolar.""",0
"""Grabé un audio leyendo un cuento para enviárselo a mis sobrinos.""",0
"""Guardé las bolsas de tela plegadas en un cajón para tenerlas a mano.""",0
"""Guardé las bolsas reutilizables en un cajón para no olvidarlas.""",0
"""Guardé los manteles de invierno y saqué los de colores claros.""",0
"""Guardé los manteles limpios en una caja con bolsitas de lavanda.""",0
"""Guardé los papeles importantes en una carpeta nueva.""",0
"""Guardé mis discos favoritos en una caja forrada de tela.""",0
"""Guardé todas las bolsas de tela en un solo recipiente con tapa.""",0
"""Guardé todas las bolsas reutilizables en un solo cajón con etiquetas.""",0
"""Guardé todas mis entradas de conciertos en una caja decorada.""",0
"""Guardé todos mis cables y cargadores en una caja con etiquetas.""",0
"""Hay mujeres que buscan que las acosen con la ropa que se ponen.""",2
"""Hice estiramientos y ejercicios suaves para comenzar bien el día.""",0
"""Hice limpieza de las notas del teléfono y eliminé lo que no necesitaba.""",0
"""Hice limpieza digital de fotos repetidas en mi móvil.""",0
"""Hice limpieza en la bandeja de entrada de mi correo electrónico.""",0
"""Hice limpieza general de mi habitación y me siento mejor.""",0
"""Hice origamis con papeles de colores para colgar del techo.""",0
"""Hice pan casero por primera vez y salió esponjoso.""",0
"""Hice pan de ajo casero y lo compartí con mis vecinos.""",0
"""Hice un desayuno especial con pan de semillas, frutas y yogur.""",0
"""Hice un marcapáginas con cartulina y un retazo de tela.""",0
"""Hice una bolsa de tela con retazos de una camisa vieja.""",0
"""Hice una búsqueda en internet sobre cómo conservar hierbas frescas.""",0
"""Hice una caja de recuerdos con boletos de cine y postales.""",0
"""Hice una caminata corta antes de cenar.""",0
"""Hice una caminata corta con mi abuelo y conversamos mucho.""",0
"""Hice una caminata por un sendero nuevo cerca de casa y lo encontré relajante.""",0
"""Hice una copia de seguridad de todas mis fotos del último año.""",0
"""Hice una ensalada con legumbres y vegetales de estación.""",0
"""Hice una infusión con hojas de menta y la tomé tibia.""",0
"""Hice una infusión de hierbas y la tomé en el balcón mientras leía.""",0
"""Hice una infusión de manzanilla para relajarme antes de dormir.""",0
"""Hice una limonada natural para tomar después de caminar.""",0
"""Hice una limpieza de lápices y materiales escolares.""",0
"""Hice una limpieza digital en el ordenador y liberé espacio.""",0
"""Hice una limpieza digital y borré aplicaciones que no usaba.""",0
"""Hice una limpieza general del refrigerador y ordené todo por categorías.""",0
"""Hice una limpieza profunda de los cajones del escritorio.""",0
"""Hice una limpieza profunda de los cajones del escritorio.""",0
"""Hice una limpieza profunda de mi armario.""",0
"""Hice una limpieza rápida de la bandeja de entrada del correo.""",0
"""Hice una limpieza rápida de la despensa y organicé todo por tipo de alimento.""",0
"""Hice una limpieza rápida de los cajones de la cocina.""",0
"""Hice una limpieza rápida de mi habitación antes de cenar.""",0
"""Hice una limpieza rápida del coche y saqué todo lo que no era necesario.""",0
"""Hice una lista de compras para el mes y la compartí con mi familia.""",0
"""Hice una lista de cosas buenas que me pasaron esta semana.""",0
"""Hice una lista de ideas para escribir historias breves.""",0
"""Hice una lista de ideas para regalos hechos a mano.""",0
"""Hice una lista de las películas que quiero ver este mes.""",0
"""Hice una lista de mis momentos favoritos del mes y la decoré con dibujos.""",0
"""Hice una lista de propósitos para el próximo mes.""",0
"""Hice una lista de reproducción con canciones que me traen buenos recuerdos.""",0
"""Hice una lista de reproducción con mis canciones favoritas de la infancia.""",0
"""Hice una lista de tareas pequeñas para hacer durante el día.""",0
"""Hice una merienda especial con batido de frutilla y galletas caseras.""",0
"""Hice una mezcla de semillas y frutos secos para meriendas.""",0
"""Hice una pausa para meditar cinco minutos al mediodía.""",0
"""Hice una pausa para preparar un té verde con limón.""",0
"""Hice una pausa para respirar profundo y tomar agua fresca.""",0
"""Hice una pausa para tomar mate y mirar el cielo desde la terraza.""",0
"""Hice una sopa de calabaza con jengibre y leche de coco.""",0
"""Hice una sopa de verduras con restos que tenía en la nevera.""",0
"""Hice una tabla con mis horarios de estudio para organizarme mejor.""",0
"""Hice una videollamada con mis primos que viven en otro país.""",0
"""Hice una videollamada con mis primos que viven en otro país.""",0
"""Hicimos una fogata en el patio y asamos malvaviscos.""",0
"""Hijos de puta los inmigrantes que viven de mis impuestos.""",1
"""Hijos de puta los inmigrantes que viven de mis impuestos.""",1
"""Hijos de puta los judíos, siempre queriendo controlar todo.""",1
"""Hijos de puta los judíos, siempre queriendo controlar todo.""",1
"""Hijos de puta los latinos que arruinan los barrios.""",1
"""Hijos de puta los latinos que arruinan los barrios.""",1
"""Hijos de puta los refugiados que vienen a robarnos el trabajo.""",1
"""Hijos de puta los refugiados que vienen a robarnos el trabajo.""",1
"""Hijos de puta los sudacas, se merecen una buena paliza colectiva.""",1
"""Hijos de puta los sudacas, vienen solo a joder.""",1
"""Hijos de puta los sudacas, vienen solo a joder.""",1
"""Hoy almorcé ensalada con pollo a la plancha y estuvo delicioso.""",0
"""Hoy ayudé a mi vecina a mover unos muebles.""",0
"""Hoy barrí la terraza mientras escuchaba música suave.""",0
"""Hoy cociné arroz con lentejas, una receta de mi mamá.""",0
"""Hoy estrené una camisa que me regalaron y me encantó.""",0
"""Hoy hice una videollamada con mis abuelos y charlamos un buen rato.""",0
"""Hoy hice yoga y me sentí más tranquilo después.""",0
"""Hoy horneé galletas de avena y chocolate.""",0
"""Hoy limpié mi escritorio y quedó mucho más ordenado.""",0
"""Hoy organicé mis apuntes y carpetas con etiquetas de colores.""",0
"""Hoy preparé una pizza casera con masa integral.""",0
"""Hoy salí a andar en bici por el vecindario.""",0
"""Hoy vi un atardecer impresionante desde el balcón de casa.""",0
"""Imprimí una foto de grupo y la puse en el corcho del escritorio.""",0
"""Instalé una aplicación para aprender vocabulario en otro idioma.""",0
"""Jugué cartas con mi familia después de cenar.""",0
"""La feminista con el pañuelo verde debería ser deportada a golpes.""",1
"""La mayoría de las mujeres conducen fatal.""",2
"""La zorra de mi ex solo servía para calentar la cama.""",1
"""Las cerdas feministas deberían quedarse encerradas.""",1
"""Las cerdas feministas están destruyendo a los hombres.""",1
"""Las cerdas feministas merecen ser silenciadas a la fuerza.""",1
"""Las cerdas feministas merecen un escarmiento físico.""",1
"""Las cerdas feministas no sirven ni para criar hijos.""",1
"""Las discapacitadas se ven mal embarazadas.""",2
"""Las feminazis deberían ser apaleadas en público.""",1
"""Las feministas actúan como si fueran moralmente superiores.""",2
"""Las feministas atacan incluso el sentido del humor masculino.""",2
"""Las feministas cerdas odian a los hombres, que se mueran.""",1
"""Las feministas confunden deseo con acoso.""",2
"""Las feministas confunden igualdad con privilegios.""",2
"""Las feministas creen que gritar más las hace tener razón.""",2
"""Las feministas creen que la masculinidad es una enfermedad.""",2
"""Las feministas creen que ser mujer ya las hace mejores que los hombres.""",2
"""Las feministas de hoy en día solo saben gritar y victimizarse.""",2
"""Las feministas deberían ser arrastradas por las calles.""",1
"""Las feministas deberían ser encerradas por locas.""",1
"""Las feministas deberían ser esterilizadas.""",1
"""Las feministas deberían ser pateadas fuera del país.""",1
"""Las feministas destruyen puentes entre géneros, no los construyen.""",2
"""Las feministas destruyen relaciones con sus ideas tóxicas.""",2
"""Las feministas están creando más división que igualdad.""",2
"""Las feministas están creando una sociedad hostil para los hombres.""",2
"""Las feministas están destruyendo la familia tradicional.""",1
"""Las feministas están destruyendo la idea de familia.""",2
"""Las feministas están llenas de odio, no construyen nada.""",2
"""Las feministas insultan a todo hombre que se atreva a opinar diferente.""",2
"""Las feministas me sacan de quicio, una hostia bien dada les vendría bien.""",1
"""Las feministas no aceptan que hay diferencias biológicas naturales.""",2
"""Las feministas no buscan igualdad, buscan control.""",2
"""Las feministas no luchan por igualdad, luchan por venganza.""",2
"""Las feministas no quieren igualdad, quieren dominar a los hombres.""",2
"""Las feministas no representan a todas las mujeres, solo a un grupo ruidoso.""",2
"""Las feministas odian a las mujeres que quieren formar una familia.""",2
"""Las feministas odian a las mujeres que quieren quedarse en casa.""",2
"""Las feministas odian a las mujeres tradicionales.""",2
"""Las feministas odian a los hombres y eso no es igualdad.""",2
"""Las feministas odian a los hombres, así no se puede dialogar.""",2
"""Las feministas odian a los hombres, eso está claro.""",1
"""Las feministas odian a los hombres, por eso no pueden dialogar.""",2
"""Las feministas odian tanto que merecen sentir miedo físico también.""",1
"""Las feministas odian todo lo tradicional, incluso la familia.""",2
"""Las feministas que chillan deberían ser silenciadas con bofetadas.""",1
"""Las feministas quieren cambiar la lengua solo para sentirse representadas.""",2
"""Las feministas quieren censurar cualquier cosa que no les guste.""",2
"""Las feministas quieren convertir a los hombres en esclavos.""",1
"""Las feministas quieren privilegios, no igualdad real.""",2
"""Las feministas quieren puestos altos sin mérito, solo por ser mujeres.""",2
"""Las feministas quieren que el hombre desaparezca.""",2
"""Las feministas quieren que los hombres pidan permiso para existir.""",2
"""Las feministas quieren reescribir la historia eliminando al hombre.""",2
"""Las feministas quieren tener privilegios, no igualdad.""",2
"""Las feministas se burlan de cualquier mujer que quiera casarse o tener hijos.""",2
"""Las feministas se han convertido en un grupo de odio.""",2
"""Las feministas se quejan de todo, pero no hacen nada útil.""",2
"""Las feministas siempre están buscando lío donde no hay.""",2
"""Las feministas solo buscan llamar la atención.""",2
"""Las feministas solo quieren destruir a los hombres.""",1
"""Las feministas solo saben marchar y romper cosas.""",2
"""Las feministas solo sirven para protestar y llorar.""",1
"""Las feministas son incapaces de aceptar una opinión diferente.""",2
"""Las feministas son una plaga que debería ser exterminada.""",1
"""Las feministas ven machismo hasta en los buenos modales.""",2
"""Las feministas ya no luchan por igualdad, sino por venganza.""",2
"""Las lesbianas actúan como si tuvieran que demostrar algo.""",2
"""Las lesbianas actúan con odio, no con amor.""",2
"""Las lesbianas convierten cualquier comentario en una ofensa personal.""",2
